,shot angle,encoder left
0,50.59359786181974,0.2917
1,47.70163250763,0.29238433333333336
2,46.1409905383104,0.2930686666666667
3,44.98544167177237,0.29375300000000004
4,43.99020739711633,0.2944373333333334
5,43.15865573861931,0.2951216666666667
6,42.4338881111524,0.29580600000000007
7,41.75527765048089,0.2964903333333334
8,41.151837079934666,0.29717466666666675
9,40.56902585838273,0.2978590000000001
10,40.05352506187425,0.29854333333333344
11,39.56336111028121,0.2992276666666668
12,39.091926428359784,0.2999120000000001
13,38.65650413685817,0.30059633333333347
14,38.23561229048792,0.3012806666666668
15,37.840191699651704,0.30196500000000015
16,37.46342451496493,0.3026493333333335
17,37.0961358461492,0.30333366666666683
18,36.74724062456246,0.3040180000000002
19,36.42056284395225,0.3047023333333335
20,36.10565647066076,0.30538666666666686
21,35.79239493418897,0.3060710000000002
22,35.503604436107544,0.30675533333333355
23,35.20511374231964,0.3074396666666669
24,34.92318259523775,0.30812400000000023
25,34.656551624988715,0.3088083333333336
26,34.405530495709456,0.3094926666666669
27,34.155254138419224,0.31017700000000026
28,33.91254555906413,0.3108613333333336
29,33.67228480682307,0.31154566666666694
30,33.44725726745677,0.3122300000000003
31,33.220960592742635,0.3129143333333336
32,33.01016543048898,0.31359866666666697
33,32.79901458505966,0.3142830000000003
34,32.59471955681943,0.31496733333333365
35,32.3857059852314,0.315651666666667
36,32.19693031124103,0.31633600000000034
37,32.00407863469884,0.3170203333333337
38,31.81480673711685,0.317704666666667
39,31.637442210559264,0.31838900000000037
40,31.462934021688152,0.3190733333333337
41,31.294715017745293,0.31975766666666705
42,31.1231075054071,0.3204420000000004
43,30.95454026658014,0.32112633333333374
44,30.795533920454677,0.3218106666666671
45,30.641562784675926,0.3224950000000004
46,30.492938877659242,0.32317933333333376
47,30.344182529564588,0.3238636666666671
48,30.202379732361877,0.32454800000000045
49,30.05003100255928,0.3252323333333338
50,29.90919786333603,0.32591666666666713
51,29.774569504162095,0.3266010000000005
52,29.64666005999776,0.3272853333333338
53,29.523876992236293,0.32796966666666716
54,29.40048122857255,0.3286540000000005
55,29.27149900429404,0.32933833333333384
56,29.144332031904135,0.3300226666666672
57,29.031848613566012,0.33070700000000053
58,28.91290387324072,0.33139133333333387
59,28.803975748516002,0.3320756666666672
60,28.689723982965724,0.33276000000000056
61,28.588295775293208,0.3334443333333339
62,28.48368970947689,0.33412866666666724
63,28.378670281753777,0.3348130000000006
64,28.27310337737674,0.3354973333333339
65,28.17862659104773,0.33618166666666727
66,28.078528133158514,0.3368660000000006
67,27.98987260417573,0.33755033333333395
68,27.89254942244287,0.3382346666666673
69,27.80955836868929,0.33891900000000064
70,27.719630785297944,0.339603333333334
71,27.637912814513683,0.3402876666666673
72,27.555805316290186,0.34097200000000066
73,27.47332894334815,0.341656333333334
74,27.388164782629623,0.34234066666666735
75,27.31416462163831,0.3430250000000007
76,27.241045559363016,0.34370933333333403
77,27.16429144647147,0.3443936666666674
78,27.086739934653284,0.3450780000000007
79,27.026754533622885,0.34576233333333406
80,26.949496322274296,0.3464466666666674
81,26.887021297369017,0.34713100000000074
82,26.820724559151294,0.3478153333333341
83,26.76346983106083,0.34849966666666743
84,26.69577743533419,0.34918400000000077
85,26.639568310967196,0.3498683333333341
86,26.584270020750576,0.35055266666666746
87,26.52646568260579,0.3512370000000008
88,26.478496146771764,0.35192133333333414
89,26.431541033760094,0.3526056666666675
90,26.37503043974975,0.3532900000000008
91,26.32048537947784,0.35397433333333417
92,26.284397699360344,0.3546586666666675
93,26.237980766116756,0.35534300000000085
94,26.18632042528427,0.3560273333333342
95,26.144101454640996,0.35671166666666754
96,26.11166028288285,0.3573960000000009
97,26.067581453025763,0.3580803333333342
98,26.03719872197555,0.35876466666666756
99,25.990463451650353,0.3594490000000009
100,25.962181895547186,0.36013333333333425
101,25.92841767762186,0.3608176666666676
102,25.8985251358799,0.36150200000000093
103,25.86532615057256,0.3621863333333343
104,25.835595639269062,0.3628706666666676
105,25.81097983015033,0.36355500000000096
106,25.78386770943516,0.3642393333333343
107,25.77040200070878,0.36492366666666765
108,25.739307345662002,0.365608000000001
109,25.717660556054494,0.36629233333333433
110,25.70462658820242,0.3669766666666677
111,25.687781880275278,0.367661000000001
112,25.677147238940726,0.36834533333333436
113,25.655199033161427,0.3690296666666677
114,25.649502390121015,0.36971400000000104
115,25.63111517843528,0.3703983333333344
116,25.62422275427396,0.3710826666666677
117,25.618130153330544,0.37176700000000107
118,25.60490084535101,0.3724513333333344
119,25.598161555783452,0.37313566666666775
